businessZones,city,companyFullName,companyShortName,companySize,createTime,district,education,industryField,industryLables,jobNature,positionId,salary,workYear
['百家湖'],南京,南京四象新能源科技有限公司,TMR Energy,15-50人,2018/5/23 10:55,江宁区,本科,"企业服务,硬件",[],全职,4613384,10k-15k,1-3年
"['安德门', '宁南', '铁心桥']",南京,华为全资子公司慧通公司,华为慧通,500-2000人,2018/5/18 10:55,雨花台区,本科,"企业服务,旅游",[],全职,3803928,15k-25k,3-5年
,南京,北京字节跳动科技有限公司,字节跳动,2000人以上,2018/5/23 10:04,建邺区,本科,"移动互联网,数据服务",[],全职,4317690,8k-12k,3-5年
,南京,孩子王儿童用品股份有限公司,孩子王,2000人以上,2018/5/23 9:22,江宁区,大专,生活服务,[],全职,4359325,12k-24k,3-5年
"['龙江', '热河南路', '草场门']",南京,南京车易淘网络信息技术有限公司,车300,150-500人,2018/5/22 15:46,鼓楼区,本科,"移动互联网,数据服务",[],全职,3734711,10k-20k,3-5年
"['南湖', '水西门', '南湖', '水西门', '江东', '江东']",南京,江苏中地控股集团有限公司,中地控股,500-2000人,2018/5/3 14:04,建邺区,本科,"移动互联网,金融","['金融', '大数据', 'BI', '业务运营', 'SPSS']",全职,3550768,15k-20k,3-5年
['山西路'],南京,南京邮数通信息科技有限公司,南京邮数通,15-50人,2018/5/22 9:18,鼓楼区,本科,"移动互联网,信息安全",[],全职,4534112,9k-15k,1-3年
,南京,北京华路时代信息技术股份有限公司,华路时代,15-50人,2018/5/18 11:21,江宁区,本科,"移动互联网,电子商务",[],全职,4592012,8k-13k,3-5年
"['莫愁湖公园', '汉中门大街', '建邺万达']",南京,创发科技有限责任公司,湖南创发,150-500人,2018/5/21 9:49,建邺区,本科,"移动互联网,电子商务",['电商'],全职,3328788,8k-15k,3-5年
['小行'],南京,北京满运物流信息有限公司,运满满,500-2000人,2018/5/22 20:10,雨花台区,本科,"移动互联网,O2O",[],全职,4539805,20k-40k,不限
"['沙洲', '小行', '赛虹桥']",南京,南京烽火星空通信发展有限公司,南京烽火星空,500-2000人,2018/5/21 14:52,建邺区,本科,"移动互联网,信息安全",[],全职,4115988,7k-14k,不限
['尧化'],南京,苏宁消费金融有限公司,苏宁消费金融有限公司,150-500人,2018/5/8 11:23,玄武区,本科,"移动互联网,金融",[],全职,3907215,8k-15k,3-5年
['水西门'],南京,北京东方国信科技股份有限公司,东方国信,2000人以上,2018/5/23 11:35,建邺区,本科,数据服务,[],全职,4613958,15k-25k,1-3年
"['铁心桥', '安德门']",南京,南京领添信息技术有限公司,南京领添,500-2000人,2018/5/21 9:22,雨花台区,本科,"移动互联网,电子商务","['社交', '高级', '中级', '大数据', '数据挖掘']",全职,3200631,10k-12k,1-3年
['尧化'],南京,南京浦和数据有限公司,浦和数据,15-50人,2018/5/23 10:01,栖霞区,本科,数据服务,[],全职,4200352,15k-30k,3-5年
,南京,北京爱唯光石信息技术有限公司,ivtime,15-50人,2018/5/23 10:03,江宁区,本科,"移动互联网,企业服务",[],全职,4419066,10k-20k,3-5年
,南京,南京宜电慧创信息科技有限公司,宜电慧创,50-150人,2018/5/22 11:24,玄武区,本科,电子商务,[],全职,4606323,8k-12k,1-3年
['宁南'],南京,南京闪奇信息技术有限公司,闪奇信息,50-150人,2018/5/16 9:14,雨花台区,本科,移动互联网,"['游戏', '中级', '数据挖掘', 'SPSS']",全职,4515932,7k-9k,3-5年
,南京,南京基食信息技术有限公司,基食,15-50人,2018/4/25 16:42,雨花台区,本科,"移动互联网,数据服务",[],全职,4460171,10k-15k,3-5年
,南京,上海冰鉴信息科技有限公司,冰鉴信息科技,50-150人,2018/4/24 17:46,鼓楼区,本科,"信息安全,数据服务","['金融', '资深', '建模', '量化']",全职,4429073,15k-30k,3-5年
,南京,南京苏宁软件技术有限公司,苏宁易购,2000人以上,2018/5/17 15:36,玄武区,本科,"O2O,移动互联网",[],全职,3798437,10k-20k,3-5年
['兴隆'],南京,西安铭鼎网络科技有限公司,悟空网络,15-50人,2018/4/26 9:05,建邺区,大专,移动互联网,[],全职,4483991,5k-6k,不限
,南京,舟谱数据技术南京有限公司,舟谱数据,50-150人,2018/5/10 10:10,雨花台区,本科,"电子商务,企业服务",[],全职,4416923,20k-30k,1-3年
"['安德门', '铁心桥']",南京,南京领添信息技术有限公司,南京领添,500-2000人,2018/5/23 10:05,雨花台区,大专,"移动互联网,电子商务","['电商', '物流', '客服', '运营', '统计']",全职,3910370,3k-5k,不限
"['铁心桥', '安德门']",南京,南京领添信息技术有限公司,南京领添,500-2000人,2018/5/21 9:22,雨花台区,大专,"移动互联网,电子商务","['电商', '物流', '仓储', 'SPSS', '数据管理']",全职,4096213,4k-6k,不限
"['潜山路', '石台路', '黄山路']",合肥,飞友科技有限公司,飞常准,150-500人,2018/5/22 10:17,蜀山区,本科,移动互联网,[],全职,4362923,5k-10k,1-3年
,合肥,合肥艺飞万家网络科技有限公司,艺飞万家,50-150人,2018/5/23 8:42,经济技术开发区,本科,移动互联网,[],全职,4540949,6k-8k,1-3年
"['合作化南路', '望江路']",合肥,安徽车之翼网络科技有限公司,天天爱车,50-150人,2018/5/22 8:43,蜀山区,本科,"移动互联网,电子商务",[],全职,4516010,6k-12k,1-3年
,合肥,安徽国泰安教育科技有限公司,深圳国泰安合肥分公司,500-2000人,2018/5/23 10:45,高新区,硕士,"移动互联网,数据服务","['金融', '算法', '数据挖掘', 'NLP', 'SPSS']",全职,4438776,5k-10k,1-3年
,合肥,北京拓普丰联信息工程有限公司,拓普网络,150-500人,2018/5/21 8:43,庐阳区,本科,移动互联网,[],全职,4231129,4k-8k,1年以下
['葛大店'],合肥,安徽肤正可医疗科技有限公司,安徽肤正可医疗科技有限公司,15-50人,2018/5/2 16:01,包河区,不限,"医疗健康,其他",[],全职,4507429,3k-5k,1-3年
,合肥,合肥机数科技有限公司,合机科,50-150人,2018/5/21 12:06,蜀山区,本科,数据服务,[],全职,4430079,5k-7k,不限
,合肥,合肥网达软件有限公司,网达软件,500-2000人,2018/5/8 9:58,庐阳区,大专,移动互联网,[],全职,4527894,4k-6k,1-3年
,合肥,安徽隆驾升铭新能源汽车租赁有限公司,安徽隆驾升铭,50-150人,2018/5/21 16:23,包河区,大专,"其他,企业服务","['旅游', '统计']",全职,3720652,4k-6k,应届毕业生
,合肥,安徽天勤盛创信息科技有限公司,天勤盛创,50-150人,2018/5/16 9:03,高新区,本科,"移动互联网,数据服务","['信息安全', '数据库', 'SQL']",全职,3460162,5k-7k,1-3年
"['合作化南路', '望江路']",合肥,北京瑞尼尔技术有限公司,瑞尼尔,50-150人,2018/5/7 13:54,蜀山区,本科,数据服务,"['金融', '初级', '数据挖掘']",全职,4503890,4k-8k,不限
,合肥,科大讯飞股份有限公司,科大讯飞,2000人以上,2018/5/21 8:58,蜀山区,本科,"移动互联网,数据服务",[],全职,4410406,10k-20k,1-3年
"['潜山路', '石台路', '黄山路']",合肥,飞友科技有限公司,飞常准,150-500人,2018/5/22 10:17,蜀山区,大专,移动互联网,[],全职,4426819,7k-10k,3-5年
,合肥,科大讯飞股份有限公司,科大讯飞,2000人以上,2018/5/21 8:58,蜀山区,本科,"移动互联网,数据服务",[],全职,4429002,10k-20k,1-3年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 10:15,拱墅区,本科,"移动互联网,数据服务","['电商', '跨境电商', 'SQL', 'python']",全职,4443592,15k-25k,3-5年
['仓前'],杭州,北京数美时代科技有限公司,数美,150-500人,2018/5/23 10:00,余杭区,本科,"企业服务,数据服务",[],全职,3761791,20k-35k,1-3年
,杭州,杭州群核信息技术有限公司,酷家乐,500-2000人,2018/5/22 15:21,拱墅区,大专,移动互联网,[],全职,4420403,8k-16k,3-5年
,杭州,杭州复杂美科技有限公司,复杂美科技,50-150人,2018/5/23 9:45,西湖区,本科,金融,"['金融', '银行', '财务', '统计']",全职,4587111,5k-7k,1-3年
,杭州,观澜网络（杭州）有限公司,丁香园,500-2000人,2018/5/23 11:52,滨江区,本科,"医疗健康,企业服务",[],全职,4271925,10k-20k,3-5年
"['文一路', '西溪', '古荡', '文新']",杭州,杭州兑吧网络科技有限公司,兑吧,500-2000人,2018/5/23 14:42,西湖区,本科,移动互联网,"['移动互联网', '游戏', '广告营销', 'BI', '产品经理']",全职,4590403,10k-15k,1-3年
,杭州,杭州蒲公英数据科技有限公司,蒲公英数据科技,50-150人,2018/5/22 14:33,滨江区,本科,"金融,数据服务","['金融', '风控']",全职,4453174,8k-15k,3-5年
,杭州,北京口袋时尚科技有限公司,微店,500-2000人,2018/5/22 9:14,西湖区,本科,"移动互联网 ,电子商务","['电商', '大数据', '数据挖掘']",全职,4519563,20k-40k,5-10年
['西溪'],杭州,杭州信牛网络科技有限公司,信用管家,150-500人,2018/5/23 10:22,西湖区,本科,"移动互联网,金融","['金融', '建模', '数据挖掘', 'SPSS', 'sas']",全职,3742366,10k-20k,3-5年
['西溪'],杭州,杭州惠借科技有限公司,惠借科技,50-150人,2018/5/21 20:10,西湖区,本科,移动互联网,"['金融', '数据挖掘', 'SPSS']",全职,4381163,10K-20K,3-5年
,杭州,华院数据技术（上海）有限公司,华院数据,500-2000人,2018/5/23 15:21,上城区,硕士,"企业服务,数据服务",[],全职,4076169,15k-25k,3-5年
,杭州,浙江爱贷金融服务外包股份有限公司,爱贷网,50-150人,2018/5/23 15:12,西湖区,本科,金融,[],全职,4615899,10k-20k,1-3年
,杭州,浙江新再灵科技股份有限公司,浙江新再灵科技股份有限公司,150-500人,2018/5/23 11:42,滨江区,硕士,移动互联网,[],全职,4385690,20k-30k,3-5年
,杭州,浙江备胎网络科技有限公司,备胎控股集团,2000人以上,2018/5/23 14:37,拱墅区,本科,"移动互联网,金融",[],全职,4442874,10k-20k,1-3年
"['翠苑', '文一路', '高新文教区']",杭州,杭州边锋网络技术有限公司,边锋,500-2000人,2018/5/23 9:33,西湖区,本科,"移动互联网,游戏","['游戏', '运营', '数据挖掘', 'SPSS']",全职,4501443,7k-12k,1-3年
['古墩路'],杭州,杭州群核信息技术有限公司,酷家乐,500-2000人,2018/5/22 15:21,拱墅区,本科,移动互联网,[],全职,4240404,12k-20k,不限
"['三墩', '三墩']",杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 9:34,拱墅区,不限,"移动互联网,数据服务",[],全职,3333115,10k-20k,3-5年
"['长河', '西兴']",杭州,观澜网络（杭州）有限公司,丁香园,500-2000人,2018/5/23 11:52,滨江区,本科,"医疗健康,企业服务",[],全职,2748850,8k-15k,1-3年
"['文一路', '西溪', '古荡', '文新']",杭州,杭州兑吧网络科技有限公司,兑吧,500-2000人,2018/5/23 14:42,西湖区,本科,移动互联网,[],全职,4478316,10k-20k,1-3年
['西溪'],杭州,杭州惠借科技有限公司,惠借科技,50-150人,2018/5/23 11:58,西湖区,本科,移动互联网,[],全职,3635652,15K-30K,3-5年
,杭州,浙江达摩网络科技有限公司,达摩网络,50-150人,2018/5/23 9:21,西湖区,本科,"企业服务,O2O",[],全职,4293890,5k-10k,1-3年
"['古荡', '文三路']",杭州,杭州嘉云数据科技有限公司,Club Factory,150-500人,2018/5/23 14:06,西湖区,本科,"电子商务,移动互联网",[],全职,4485364,8k-15k,1年以下
,杭州,杭州冒险元素网络技术有限公司,环球黑卡,150-500人,2018/5/23 9:12,滨江区,大专,移动互联网,[],全职,4518807,8k-16k,3-5年
,杭州,浙江阿拉丁电子商务股份有限公司,阿拉丁信息科技,150-500人,2018/5/23 9:50,滨江区,本科,移动互联网,"['金融', '专员', '财务', '风控']",全职,4290397,8k-12k,1-3年
"['东新路', '大关', '上塘']",杭州,点我达网络科技有限公司,点我达,500-2000人,2018/5/23 9:40,下城区,本科,O2O,[],全职,3543671,10k-20k,1-3年
['江南'],杭州,浙江霖梓控股有限公司,霖梓控股,150-500人,2018/5/23 13:40,滨江区,本科,"移动互联网,金融","['金融', '财务', '统计']",全职,4202135,8k-15k,3-5年
['和睦'],杭州,杭州车栈网络科技有限公司,车栈网络,50-150人,2018/5/23 13:35,拱墅区,本科,其他,[],全职,4614738,10k-18k,1-3年
"['西溪', '古墩路', '西湖']",杭州,杭州斯凯网络科技有限公司,斯凯,500-2000人,2018/5/22 18:04,西湖区,本科,"移动互联网,游戏","['医疗健康', '数据挖掘', 'SPSS']",全职,4610917,10k-20k,1-3年
,杭州,绿漫科技有限公司,绿漫科技,50-150人,2018/5/23 9:47,西湖区,本科,移动互联网,[],全职,4414826,14k-24k,3-5年
['仓前'],杭州,杭州橙鹰数据技术有限公司,橙鹰,150-500人,2018/5/21 22:52,余杭区,本科,数据服务,"['安全', '信息安全', '大数据', '数据挖掘']",全职,3697210,20K-35K,1-3年
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 9:34,拱墅区,本科,"移动互联网,数据服务","['移动互联网', '大数据', '数据挖掘', 'SPSS']",全职,3707764,10k-15k,3-5年
"['古荡', '文三路']",杭州,杭州嘉云数据科技有限公司,Club Factory,150-500人,2018/5/23 14:06,西湖区,本科,"电子商务,移动互联网",[],全职,4099395,10k-18k,应届毕业生
"['长河', '西兴', '长河', '西兴']",杭州,观澜网络（杭州）有限公司,丁香园,500-2000人,2018/5/23 11:52,滨江区,本科,"医疗健康,企业服务",[],全职,3767994,8k-16k,1-3年
,杭州,点我达网络科技有限公司,点我达,500-2000人,2018/5/23 9:40,下城区,不限,O2O,[],全职,4314388,20k-30k,3-5年
['仓前'],杭州,杭州观数信息科技有限公司,观远数据,15-50人,2018/5/22 18:28,余杭区,本科,"企业服务,数据服务","['金融', '资深', '大数据', '数据挖掘', 'BI']",全职,3045803,12k-24k,3-5年
"['古墩路', '文一路', '翠苑']",杭州,浙江每日互动网络科技股份有限公司,个推,150-500人,2018/5/23 9:27,西湖区,本科,移动互联网,[],全职,2754502,10k-16k,1-3年
"['西溪', '古荡', '西湖']",杭州,杭州趣维科技有限公司,小影APP,150-500人,2018/5/23 9:45,西湖区,本科,"移动互联网,文化娱乐","['视频', 'SPSS', '数据产品', '改善建议']",全职,4013954,8k-16k,1-3年
"['古荡', '文一路', '文三路', '古荡', '古荡', '文一路', '文一路', '文三路', '文三路']",杭州,杭州铜板街网络科技有限公司,铜板街,150-500人,2018/5/18 11:18,西湖区,本科,移动互联网,"['金融', 'SPSS', 'sas']",全职,3917751,15k-30k,3-5年
,杭州,杭州点望科技有限公司,亲宝宝,150-500人,2018/5/14 9:37,西湖区,本科,"移动互联网,社交网络",[],全职,3822281,8k-15k,1-3年
,杭州,浙江聚有财金融服务外包有限公司,浙江聚有财,150-500人,2018/5/23 10:21,上城区,本科,金融,[],全职,4611757,7k-10k,不限
,杭州,杭州光云科技股份有限公司,光云科技,500-2000人,2018/5/18 9:51,滨江区,本科,"电子商务,数据服务",[],全职,4453057,15k-25k,3-5年
"['长河', '江南']",杭州,杭州垂衣网络科技有限公司,垂衣,50-150人,2018/5/23 11:51,滨江区,本科,"电子商务,数据服务","['金融', '高级', '大数据', '数据挖掘']",全职,4057642,10k-20k,1-3年
,杭州,杭州费尔斯通科技有限公司,火石创造,50-150人,2018/5/23 11:05,滨江区,本科,医疗健康,"['征信', '大数据', 'BI', '可视化', '业务运营']",全职,4375265,10k-16k,1-3年
['西溪'],杭州,西安亚购信息科技有限公司,美国亚米网,50-150人,2018/5/8 11:09,西湖区,本科,"电子商务,O2O","['电商', '数据挖掘', '大数据']",全职,4091524,10k-16k,1-3年
"['江南', '近江']",杭州,杭州明霖信息技术有限公司,杭州明霖,500-2000人,2018/5/23 11:14,滨江区,本科,社交网络,[],全职,3816614,4k-8k,不限
,杭州,浙江执御信息技术有限公司,浙江执御信息技术有限公司,2000人以上,2018/5/23 10:22,拱墅区,本科,"移动互联网,数据服务","['金融', '支付', '电商', '资深', '运营']",全职,4341657,15k-25k,3-5年
"['古荡', '文三路']",杭州,杭州嘉云数据科技有限公司,Club Factory,150-500人,2018/5/23 14:06,西湖区,本科,"电子商务,移动互联网",[],全职,4078048,15k-25k,3-5年
"['长河', '西兴', '长河', '西兴']",杭州,观澜网络（杭州）有限公司,丁香园,500-2000人,2018/5/23 11:52,滨江区,本科,"医疗健康,企业服务",[],全职,2634553,10k-20k,3-5年
"['东新路', '大关', '上塘']",杭州,点我达网络科技有限公司,点我达,500-2000人,2018/5/23 9:40,下城区,本科,O2O,"['物流', '商业', '业务运营', 'SPSS', 'sas']",全职,3711948,10k-20k,1-3年
['仓前'],杭州,杭州橙鹰数据技术有限公司,橙鹰,150-500人,2018/5/22 22:55,余杭区,本科,数据服务,"['信息安全', '数据挖掘', 'BI']",全职,3489294,20K-35K,3-5年
